Question,Category,SubCategory
slow slowest great greatest,Syntatic,: gram4-superlative
slow slowest high highest,Syntatic,: gram4-superlative
slow slowest hot hottest,Syntatic,: gram4-superlative
slow slowest large largest,Syntatic,: gram4-superlative
slow slowest long longest,Syntatic,: gram4-superlative
slow slowest low lowest,Syntatic,: gram4-superlative
slow slowest lucky luckiest,Syntatic,: gram4-superlative
slow slowest old oldest,Syntatic,: gram4-superlative
slow slowest quick quickest,Syntatic,: gram4-superlative
slow slowest sharp sharpest,Syntatic,: gram4-superlative
slow slowest simple simplest,Syntatic,: gram4-superlative
slow slowest short shortest,Syntatic,: gram4-superlative
small smallest smart smartest,Syntatic,: gram4-superlative
small smallest strange strangest,Syntatic,: gram4-superlative
small smallest strong strongest,Syntatic,: gram4-superlative
small smallest sweet sweetest,Syntatic,: gram4-superlative
small smallest tall tallest,Syntatic,: gram4-superlative
small smallest tasty tastiest,Syntatic,: gram4-superlative
small smallest warm warmest,Syntatic,: gram4-superlative
small smallest weak weakest,Syntatic,: gram4-superlative
small smallest weird weirdest,Syntatic,: gram4-superlative
small smallest wide widest,Syntatic,: gram4-superlative
small smallest young youngest,Syntatic,: gram4-superlative
small smallest bad worst,Syntatic,: gram4-superlative
small smallest big biggest,Syntatic,: gram4-superlative
small smallest bright brightest,Syntatic,: gram4-superlative
small smallest cold coldest,Syntatic,: gram4-superlative
small smallest cool coolest,Syntatic,: gram4-superlative
small smallest dark darkest,Syntatic,: gram4-superlative
small smallest easy easiest,Syntatic,: gram4-superlative
small smallest fast fastest,Syntatic,: gram4-superlative
small smallest good best,Syntatic,: gram4-superlative
small smallest great greatest,Syntatic,: gram4-superlative
small smallest high highest,Syntatic,: gram4-superlative
small smallest hot hottest,Syntatic,: gram4-superlative
small smallest large largest,Syntatic,: gram4-superlative
small smallest long longest,Syntatic,: gram4-superlative
small smallest low lowest,Syntatic,: gram4-superlative
small smallest lucky luckiest,Syntatic,: gram4-superlative
small smallest old oldest,Syntatic,: gram4-superlative
small smallest quick quickest,Syntatic,: gram4-superlative
small smallest sharp sharpest,Syntatic,: gram4-superlative
small smallest simple simplest,Syntatic,: gram4-superlative
small smallest short shortest,Syntatic,: gram4-superlative
small smallest slow slowest,Syntatic,: gram4-superlative
smart smartest strange strangest,Syntatic,: gram4-superlative
smart smartest strong strongest,Syntatic,: gram4-superlative
smart smartest sweet sweetest,Syntatic,: gram4-superlative
smart smartest tall tallest,Syntatic,: gram4-superlative
smart smartest tasty tastiest,Syntatic,: gram4-superlative
smart smartest warm warmest,Syntatic,: gram4-superlative
smart smartest weak weakest,Syntatic,: gram4-superlative
smart smartest weird weirdest,Syntatic,: gram4-superlative
smart smartest wide widest,Syntatic,: gram4-superlative
smart smartest young youngest,Syntatic,: gram4-superlative
smart smartest bad worst,Syntatic,: gram4-superlative
smart smartest big biggest,Syntatic,: gram4-superlative
smart smartest bright brightest,Syntatic,: gram4-superlative
smart smartest cold coldest,Syntatic,: gram4-superlative
smart smartest cool coolest,Syntatic,: gram4-superlative
smart smartest dark darkest,Syntatic,: gram4-superlative
smart smartest easy easiest,Syntatic,: gram4-superlative
smart smartest fast fastest,Syntatic,: gram4-superlative
smart smartest good best,Syntatic,: gram4-superlative
smart smartest great greatest,Syntatic,: gram4-superlative
smart smartest high highest,Syntatic,: gram4-superlative
smart smartest hot hottest,Syntatic,: gram4-superlative
smart smartest large largest,Syntatic,: gram4-superlative
smart smartest long longest,Syntatic,: gram4-superlative
smart smartest low lowest,Syntatic,: gram4-superlative
smart smartest lucky luckiest,Syntatic,: gram4-superlative
smart smartest old oldest,Syntatic,: gram4-superlative
smart smartest quick quickest,Syntatic,: gram4-superlative
smart smartest sharp sharpest,Syntatic,: gram4-superlative
smart smartest simple simplest,Syntatic,: gram4-superlative
smart smartest short shortest,Syntatic,: gram4-superlative
smart smartest slow slowest,Syntatic,: gram4-superlative
smart smartest small smallest,Syntatic,: gram4-superlative
strange strangest strong strongest,Syntatic,: gram4-superlative
strange strangest sweet sweetest,Syntatic,: gram4-superlative
strange strangest tall tallest,Syntatic,: gram4-superlative
strange strangest tasty tastiest,Syntatic,: gram4-superlative
strange strangest warm warmest,Syntatic,: gram4-superlative
strange strangest weak weakest,Syntatic,: gram4-superlative
strange strangest weird weirdest,Syntatic,: gram4-superlative
strange strangest wide widest,Syntatic,: gram4-superlative
strange strangest young youngest,Syntatic,: gram4-superlative
strange strangest bad worst,Syntatic,: gram4-superlative
strange strangest big biggest,Syntatic,: gram4-superlative
strange strangest bright brightest,Syntatic,: gram4-superlative
strange strangest cold coldest,Syntatic,: gram4-superlative
strange strangest cool coolest,Syntatic,: gram4-superlative
strange strangest dark darkest,Syntatic,: gram4-superlative
strange strangest easy easiest,Syntatic,: gram4-superlative
strange strangest fast fastest,Syntatic,: gram4-superlative
strange strangest good best,Syntatic,: gram4-superlative
strange strangest great greatest,Syntatic,: gram4-superlative
strange strangest high highest,Syntatic,: gram4-superlative
strange strangest hot hottest,Syntatic,: gram4-superlative
strange strangest large largest,Syntatic,: gram4-superlative
strange strangest long longest,Syntatic,: gram4-superlative
strange strangest low lowest,Syntatic,: gram4-superlative
strange strangest lucky luckiest,Syntatic,: gram4-superlative
strange strangest old oldest,Syntatic,: gram4-superlative
strange strangest quick quickest,Syntatic,: gram4-superlative
strange strangest sharp sharpest,Syntatic,: gram4-superlative
strange strangest simple simplest,Syntatic,: gram4-superlative
strange strangest short shortest,Syntatic,: gram4-superlative
strange strangest slow slowest,Syntatic,: gram4-superlative
strange strangest small smallest,Syntatic,: gram4-superlative
strange strangest smart smartest,Syntatic,: gram4-superlative
strong strongest sweet sweetest,Syntatic,: gram4-superlative
strong strongest tall tallest,Syntatic,: gram4-superlative
strong strongest tasty tastiest,Syntatic,: gram4-superlative
strong strongest warm warmest,Syntatic,: gram4-superlative
strong strongest weak weakest,Syntatic,: gram4-superlative
strong strongest weird weirdest,Syntatic,: gram4-superlative
strong strongest wide widest,Syntatic,: gram4-superlative
strong strongest young youngest,Syntatic,: gram4-superlative
strong strongest bad worst,Syntatic,: gram4-superlative
strong strongest big biggest,Syntatic,: gram4-superlative
strong strongest bright brightest,Syntatic,: gram4-superlative
strong strongest cold coldest,Syntatic,: gram4-superlative
strong strongest cool coolest,Syntatic,: gram4-superlative
strong strongest dark darkest,Syntatic,: gram4-superlative
strong strongest easy easiest,Syntatic,: gram4-superlative
strong strongest fast fastest,Syntatic,: gram4-superlative
strong strongest good best,Syntatic,: gram4-superlative
strong strongest great greatest,Syntatic,: gram4-superlative
strong strongest high highest,Syntatic,: gram4-superlative
strong strongest hot hottest,Syntatic,: gram4-superlative
strong strongest large largest,Syntatic,: gram4-superlative
strong strongest long longest,Syntatic,: gram4-superlative
strong strongest low lowest,Syntatic,: gram4-superlative
strong strongest lucky luckiest,Syntatic,: gram4-superlative
strong strongest old oldest,Syntatic,: gram4-superlative
strong strongest quick quickest,Syntatic,: gram4-superlative
strong strongest sharp sharpest,Syntatic,: gram4-superlative
strong strongest simple simplest,Syntatic,: gram4-superlative
strong strongest short shortest,Syntatic,: gram4-superlative
strong strongest slow slowest,Syntatic,: gram4-superlative
strong strongest small smallest,Syntatic,: gram4-superlative
strong strongest smart smartest,Syntatic,: gram4-superlative
strong strongest strange strangest,Syntatic,: gram4-superlative
sweet sweetest tall tallest,Syntatic,: gram4-superlative
sweet sweetest tasty tastiest,Syntatic,: gram4-superlative
sweet sweetest warm warmest,Syntatic,: gram4-superlative
sweet sweetest weak weakest,Syntatic,: gram4-superlative
sweet sweetest weird weirdest,Syntatic,: gram4-superlative
sweet sweetest wide widest,Syntatic,: gram4-superlative
sweet sweetest young youngest,Syntatic,: gram4-superlative
sweet sweetest bad worst,Syntatic,: gram4-superlative
sweet sweetest big biggest,Syntatic,: gram4-superlative
sweet sweetest bright brightest,Syntatic,: gram4-superlative
sweet sweetest cold coldest,Syntatic,: gram4-superlative
sweet sweetest cool coolest,Syntatic,: gram4-superlative
sweet sweetest dark darkest,Syntatic,: gram4-superlative
sweet sweetest easy easiest,Syntatic,: gram4-superlative
sweet sweetest fast fastest,Syntatic,: gram4-superlative
sweet sweetest good best,Syntatic,: gram4-superlative
sweet sweetest great greatest,Syntatic,: gram4-superlative
sweet sweetest high highest,Syntatic,: gram4-superlative
sweet sweetest hot hottest,Syntatic,: gram4-superlative
sweet sweetest large largest,Syntatic,: gram4-superlative
sweet sweetest long longest,Syntatic,: gram4-superlative
sweet sweetest low lowest,Syntatic,: gram4-superlative
sweet sweetest lucky luckiest,Syntatic,: gram4-superlative
sweet sweetest old oldest,Syntatic,: gram4-superlative
sweet sweetest quick quickest,Syntatic,: gram4-superlative
sweet sweetest sharp sharpest,Syntatic,: gram4-superlative
sweet sweetest simple simplest,Syntatic,: gram4-superlative
sweet sweetest short shortest,Syntatic,: gram4-superlative
sweet sweetest slow slowest,Syntatic,: gram4-superlative
sweet sweetest small smallest,Syntatic,: gram4-superlative
sweet sweetest smart smartest,Syntatic,: gram4-superlative
sweet sweetest strange strangest,Syntatic,: gram4-superlative
sweet sweetest strong strongest,Syntatic,: gram4-superlative
tall tallest tasty tastiest,Syntatic,: gram4-superlative
tall tallest warm warmest,Syntatic,: gram4-superlative
tall tallest weak weakest,Syntatic,: gram4-superlative
tall tallest weird weirdest,Syntatic,: gram4-superlative
tall tallest wide widest,Syntatic,: gram4-superlative
tall tallest young youngest,Syntatic,: gram4-superlative
tall tallest bad worst,Syntatic,: gram4-superlative
tall tallest big biggest,Syntatic,: gram4-superlative
tall tallest bright brightest,Syntatic,: gram4-superlative
tall tallest cold coldest,Syntatic,: gram4-superlative
tall tallest cool coolest,Syntatic,: gram4-superlative
tall tallest dark darkest,Syntatic,: gram4-superlative
tall tallest easy easiest,Syntatic,: gram4-superlative
tall tallest fast fastest,Syntatic,: gram4-superlative
tall tallest good best,Syntatic,: gram4-superlative
tall tallest great greatest,Syntatic,: gram4-superlative
tall tallest high highest,Syntatic,: gram4-superlative
tall tallest hot hottest,Syntatic,: gram4-superlative
tall tallest large largest,Syntatic,: gram4-superlative
tall tallest long longest,Syntatic,: gram4-superlative
tall tallest low lowest,Syntatic,: gram4-superlative
tall tallest lucky luckiest,Syntatic,: gram4-superlative
tall tallest old oldest,Syntatic,: gram4-superlative
tall tallest quick quickest,Syntatic,: gram4-superlative
tall tallest sharp sharpest,Syntatic,: gram4-superlative
tall tallest simple simplest,Syntatic,: gram4-superlative
tall tallest short shortest,Syntatic,: gram4-superlative
tall tallest slow slowest,Syntatic,: gram4-superlative
tall tallest small smallest,Syntatic,: gram4-superlative
tall tallest smart smartest,Syntatic,: gram4-superlative
tall tallest strange strangest,Syntatic,: gram4-superlative
tall tallest strong strongest,Syntatic,: gram4-superlative
tall tallest sweet sweetest,Syntatic,: gram4-superlative
tasty tastiest warm warmest,Syntatic,: gram4-superlative
tasty tastiest weak weakest,Syntatic,: gram4-superlative
tasty tastiest weird weirdest,Syntatic,: gram4-superlative
tasty tastiest wide widest,Syntatic,: gram4-superlative
tasty tastiest young youngest,Syntatic,: gram4-superlative
tasty tastiest bad worst,Syntatic,: gram4-superlative
tasty tastiest big biggest,Syntatic,: gram4-superlative
tasty tastiest bright brightest,Syntatic,: gram4-superlative
tasty tastiest cold coldest,Syntatic,: gram4-superlative
tasty tastiest cool coolest,Syntatic,: gram4-superlative
tasty tastiest dark darkest,Syntatic,: gram4-superlative
tasty tastiest easy easiest,Syntatic,: gram4-superlative
tasty tastiest fast fastest,Syntatic,: gram4-superlative
tasty tastiest good best,Syntatic,: gram4-superlative
tasty tastiest great greatest,Syntatic,: gram4-superlative
tasty tastiest high highest,Syntatic,: gram4-superlative
tasty tastiest hot hottest,Syntatic,: gram4-superlative
tasty tastiest large largest,Syntatic,: gram4-superlative
tasty tastiest long longest,Syntatic,: gram4-superlative
tasty tastiest low lowest,Syntatic,: gram4-superlative
tasty tastiest lucky luckiest,Syntatic,: gram4-superlative
tasty tastiest old oldest,Syntatic,: gram4-superlative
tasty tastiest quick quickest,Syntatic,: gram4-superlative
tasty tastiest sharp sharpest,Syntatic,: gram4-superlative
tasty tastiest simple simplest,Syntatic,: gram4-superlative
tasty tastiest short shortest,Syntatic,: gram4-superlative
tasty tastiest slow slowest,Syntatic,: gram4-superlative
tasty tastiest small smallest,Syntatic,: gram4-superlative
tasty tastiest smart smartest,Syntatic,: gram4-superlative
tasty tastiest strange strangest,Syntatic,: gram4-superlative
tasty tastiest strong strongest,Syntatic,: gram4-superlative
tasty tastiest sweet sweetest,Syntatic,: gram4-superlative
tasty tastiest tall tallest,Syntatic,: gram4-superlative
warm warmest weak weakest,Syntatic,: gram4-superlative
warm warmest weird weirdest,Syntatic,: gram4-superlative
warm warmest wide widest,Syntatic,: gram4-superlative
warm warmest young youngest,Syntatic,: gram4-superlative
warm warmest bad worst,Syntatic,: gram4-superlative
warm warmest big biggest,Syntatic,: gram4-superlative
warm warmest bright brightest,Syntatic,: gram4-superlative
warm warmest cold coldest,Syntatic,: gram4-superlative
warm warmest cool coolest,Syntatic,: gram4-superlative
warm warmest dark darkest,Syntatic,: gram4-superlative
warm warmest easy easiest,Syntatic,: gram4-superlative
warm warmest fast fastest,Syntatic,: gram4-superlative
warm warmest good best,Syntatic,: gram4-superlative
warm warmest great greatest,Syntatic,: gram4-superlative
warm warmest high highest,Syntatic,: gram4-superlative
warm warmest hot hottest,Syntatic,: gram4-superlative
warm warmest large largest,Syntatic,: gram4-superlative
warm warmest long longest,Syntatic,: gram4-superlative
warm warmest low lowest,Syntatic,: gram4-superlative
warm warmest lucky luckiest,Syntatic,: gram4-superlative
warm warmest old oldest,Syntatic,: gram4-superlative
warm warmest quick quickest,Syntatic,: gram4-superlative
warm warmest sharp sharpest,Syntatic,: gram4-superlative
warm warmest simple simplest,Syntatic,: gram4-superlative
warm warmest short shortest,Syntatic,: gram4-superlative
warm warmest slow slowest,Syntatic,: gram4-superlative
warm warmest small smallest,Syntatic,: gram4-superlative
warm warmest smart smartest,Syntatic,: gram4-superlative
warm warmest strange strangest,Syntatic,: gram4-superlative
warm warmest strong strongest,Syntatic,: gram4-superlative
warm warmest sweet sweetest,Syntatic,: gram4-superlative
warm warmest tall tallest,Syntatic,: gram4-superlative
warm warmest tasty tastiest,Syntatic,: gram4-superlative
weak weakest weird weirdest,Syntatic,: gram4-superlative
weak weakest wide widest,Syntatic,: gram4-superlative
weak weakest young youngest,Syntatic,: gram4-superlative
weak weakest bad worst,Syntatic,: gram4-superlative
weak weakest big biggest,Syntatic,: gram4-superlative
weak weakest bright brightest,Syntatic,: gram4-superlative
weak weakest cold coldest,Syntatic,: gram4-superlative
weak weakest cool coolest,Syntatic,: gram4-superlative
weak weakest dark darkest,Syntatic,: gram4-superlative
weak weakest easy easiest,Syntatic,: gram4-superlative
weak weakest fast fastest,Syntatic,: gram4-superlative
weak weakest good best,Syntatic,: gram4-superlative
weak weakest great greatest,Syntatic,: gram4-superlative
weak weakest high highest,Syntatic,: gram4-superlative
weak weakest hot hottest,Syntatic,: gram4-superlative
weak weakest large largest,Syntatic,: gram4-superlative
weak weakest long longest,Syntatic,: gram4-superlative
weak weakest low lowest,Syntatic,: gram4-superlative
weak weakest lucky luckiest,Syntatic,: gram4-superlative
weak weakest old oldest,Syntatic,: gram4-superlative
weak weakest quick quickest,Syntatic,: gram4-superlative
weak weakest sharp sharpest,Syntatic,: gram4-superlative
weak weakest simple simplest,Syntatic,: gram4-superlative
weak weakest short shortest,Syntatic,: gram4-superlative
weak weakest slow slowest,Syntatic,: gram4-superlative
weak weakest small smallest,Syntatic,: gram4-superlative
weak weakest smart smartest,Syntatic,: gram4-superlative
weak weakest strange strangest,Syntatic,: gram4-superlative
weak weakest strong strongest,Syntatic,: gram4-superlative
weak weakest sweet sweetest,Syntatic,: gram4-superlative
weak weakest tall tallest,Syntatic,: gram4-superlative
weak weakest tasty tastiest,Syntatic,: gram4-superlative
weak weakest warm warmest,Syntatic,: gram4-superlative
weird weirdest wide widest,Syntatic,: gram4-superlative
weird weirdest young youngest,Syntatic,: gram4-superlative
weird weirdest bad worst,Syntatic,: gram4-superlative
weird weirdest big biggest,Syntatic,: gram4-superlative
weird weirdest bright brightest,Syntatic,: gram4-superlative
weird weirdest cold coldest,Syntatic,: gram4-superlative
weird weirdest cool coolest,Syntatic,: gram4-superlative
weird weirdest dark darkest,Syntatic,: gram4-superlative
weird weirdest easy easiest,Syntatic,: gram4-superlative
weird weirdest fast fastest,Syntatic,: gram4-superlative
weird weirdest good best,Syntatic,: gram4-superlative
weird weirdest great greatest,Syntatic,: gram4-superlative
weird weirdest high highest,Syntatic,: gram4-superlative
weird weirdest hot hottest,Syntatic,: gram4-superlative
weird weirdest large largest,Syntatic,: gram4-superlative
weird weirdest long longest,Syntatic,: gram4-superlative
weird weirdest low lowest,Syntatic,: gram4-superlative
weird weirdest lucky luckiest,Syntatic,: gram4-superlative
weird weirdest old oldest,Syntatic,: gram4-superlative
weird weirdest quick quickest,Syntatic,: gram4-superlative
weird weirdest sharp sharpest,Syntatic,: gram4-superlative
weird weirdest simple simplest,Syntatic,: gram4-superlative
weird weirdest short shortest,Syntatic,: gram4-superlative
weird weirdest slow slowest,Syntatic,: gram4-superlative
weird weirdest small smallest,Syntatic,: gram4-superlative
weird weirdest smart smartest,Syntatic,: gram4-superlative
weird weirdest strange strangest,Syntatic,: gram4-superlative
weird weirdest strong strongest,Syntatic,: gram4-superlative
weird weirdest sweet sweetest,Syntatic,: gram4-superlative
weird weirdest tall tallest,Syntatic,: gram4-superlative
weird weirdest tasty tastiest,Syntatic,: gram4-superlative
weird weirdest warm warmest,Syntatic,: gram4-superlative
weird weirdest weak weakest,Syntatic,: gram4-superlative
wide widest young youngest,Syntatic,: gram4-superlative
wide widest bad worst,Syntatic,: gram4-superlative
wide widest big biggest,Syntatic,: gram4-superlative
wide widest bright brightest,Syntatic,: gram4-superlative
wide widest cold coldest,Syntatic,: gram4-superlative
wide widest cool coolest,Syntatic,: gram4-superlative
wide widest dark darkest,Syntatic,: gram4-superlative
wide widest easy easiest,Syntatic,: gram4-superlative
wide widest fast fastest,Syntatic,: gram4-superlative
wide widest good best,Syntatic,: gram4-superlative
wide widest great greatest,Syntatic,: gram4-superlative
wide widest high highest,Syntatic,: gram4-superlative
wide widest hot hottest,Syntatic,: gram4-superlative
wide widest large largest,Syntatic,: gram4-superlative
wide widest long longest,Syntatic,: gram4-superlative
wide widest low lowest,Syntatic,: gram4-superlative
wide widest lucky luckiest,Syntatic,: gram4-superlative
wide widest old oldest,Syntatic,: gram4-superlative
wide widest quick quickest,Syntatic,: gram4-superlative
wide widest sharp sharpest,Syntatic,: gram4-superlative
wide widest simple simplest,Syntatic,: gram4-superlative
wide widest short shortest,Syntatic,: gram4-superlative
wide widest slow slowest,Syntatic,: gram4-superlative
wide widest small smallest,Syntatic,: gram4-superlative
wide widest smart smartest,Syntatic,: gram4-superlative
wide widest strange strangest,Syntatic,: gram4-superlative
wide widest strong strongest,Syntatic,: gram4-superlative
wide widest sweet sweetest,Syntatic,: gram4-superlative
wide widest tall tallest,Syntatic,: gram4-superlative
wide widest tasty tastiest,Syntatic,: gram4-superlative
wide widest warm warmest,Syntatic,: gram4-superlative
wide widest weak weakest,Syntatic,: gram4-superlative
wide widest weird weirdest,Syntatic,: gram4-superlative
young youngest bad worst,Syntatic,: gram4-superlative
young youngest big biggest,Syntatic,: gram4-superlative
young youngest bright brightest,Syntatic,: gram4-superlative
young youngest cold coldest,Syntatic,: gram4-superlative
young youngest cool coolest,Syntatic,: gram4-superlative
young youngest dark darkest,Syntatic,: gram4-superlative
young youngest easy easiest,Syntatic,: gram4-superlative
young youngest fast fastest,Syntatic,: gram4-superlative
young youngest good best,Syntatic,: gram4-superlative
young youngest great greatest,Syntatic,: gram4-superlative
young youngest high highest,Syntatic,: gram4-superlative
young youngest hot hottest,Syntatic,: gram4-superlative
young youngest large largest,Syntatic,: gram4-superlative
young youngest long longest,Syntatic,: gram4-superlative
young youngest low lowest,Syntatic,: gram4-superlative
young youngest lucky luckiest,Syntatic,: gram4-superlative
young youngest old oldest,Syntatic,: gram4-superlative
young youngest quick quickest,Syntatic,: gram4-superlative
young youngest sharp sharpest,Syntatic,: gram4-superlative
young youngest simple simplest,Syntatic,: gram4-superlative
young youngest short shortest,Syntatic,: gram4-superlative
young youngest slow slowest,Syntatic,: gram4-superlative
young youngest small smallest,Syntatic,: gram4-superlative
young youngest smart smartest,Syntatic,: gram4-superlative
young youngest strange strangest,Syntatic,: gram4-superlative
young youngest strong strongest,Syntatic,: gram4-superlative
young youngest sweet sweetest,Syntatic,: gram4-superlative
young youngest tall tallest,Syntatic,: gram4-superlative
young youngest tasty tastiest,Syntatic,: gram4-superlative
young youngest warm warmest,Syntatic,: gram4-superlative
young youngest weak weakest,Syntatic,: gram4-superlative
young youngest weird weirdest,Syntatic,: gram4-superlative
young youngest wide widest,Syntatic,: gram4-superlative
code coding dance dancing,Syntatic,: gram5-present-participle
code coding debug debugging,Syntatic,: gram5-present-participle
code coding decrease decreasing,Syntatic,: gram5-present-participle
code coding describe describing,Syntatic,: gram5-present-participle
code coding discover discovering,Syntatic,: gram5-present-participle
code coding enhance enhancing,Syntatic,: gram5-present-participle
code coding fly flying,Syntatic,: gram5-present-participle
code coding generate generating,Syntatic,: gram5-present-participle
code coding go going,Syntatic,: gram5-present-participle
code coding implement implementing,Syntatic,: gram5-present-participle
code coding increase increasing,Syntatic,: gram5-present-participle
code coding invent inventing,Syntatic,: gram5-present-participle
code coding jump jumping,Syntatic,: gram5-present-participle
code coding listen listening,Syntatic,: gram5-present-participle
code coding look looking,Syntatic,: gram5-present-participle
code coding move moving,Syntatic,: gram5-present-participle
code coding play playing,Syntatic,: gram5-present-participle
code coding predict predicting,Syntatic,: gram5-present-participle
code coding read reading,Syntatic,: gram5-present-participle
code coding run running,Syntatic,: gram5-present-participle
code coding say saying,Syntatic,: gram5-present-participle
code coding scream screaming,Syntatic,: gram5-present-participle
code coding see seeing,Syntatic,: gram5-present-participle
code coding shuffle shuffling,Syntatic,: gram5-present-participle
code coding sing singing,Syntatic,: gram5-present-participle
code coding sit sitting,Syntatic,: gram5-present-participle
code coding slow slowing,Syntatic,: gram5-present-participle
code coding swim swimming,Syntatic,: gram5-present-participle
code coding think thinking,Syntatic,: gram5-present-participle
code coding vanish vanishing,Syntatic,: gram5-present-participle
code coding walk walking,Syntatic,: gram5-present-participle
code coding write writing,Syntatic,: gram5-present-participle
dance dancing debug debugging,Syntatic,: gram5-present-participle
dance dancing decrease decreasing,Syntatic,: gram5-present-participle
dance dancing describe describing,Syntatic,: gram5-present-participle
dance dancing discover discovering,Syntatic,: gram5-present-participle
dance dancing enhance enhancing,Syntatic,: gram5-present-participle
dance dancing fly flying,Syntatic,: gram5-present-participle
dance dancing generate generating,Syntatic,: gram5-present-participle
dance dancing go going,Syntatic,: gram5-present-participle
dance dancing implement implementing,Syntatic,: gram5-present-participle
dance dancing increase increasing,Syntatic,: gram5-present-participle
dance dancing invent inventing,Syntatic,: gram5-present-participle
dance dancing jump jumping,Syntatic,: gram5-present-participle
dance dancing listen listening,Syntatic,: gram5-present-participle
dance dancing look looking,Syntatic,: gram5-present-participle
dance dancing move moving,Syntatic,: gram5-present-participle
dance dancing play playing,Syntatic,: gram5-present-participle
dance dancing predict predicting,Syntatic,: gram5-present-participle
dance dancing read reading,Syntatic,: gram5-present-participle
dance dancing run running,Syntatic,: gram5-present-participle
dance dancing say saying,Syntatic,: gram5-present-participle
dance dancing scream screaming,Syntatic,: gram5-present-participle
dance dancing see seeing,Syntatic,: gram5-present-participle
dance dancing shuffle shuffling,Syntatic,: gram5-present-participle
dance dancing sing singing,Syntatic,: gram5-present-participle
dance dancing sit sitting,Syntatic,: gram5-present-participle
dance dancing slow slowing,Syntatic,: gram5-present-participle
dance dancing swim swimming,Syntatic,: gram5-present-participle
dance dancing think thinking,Syntatic,: gram5-present-participle
dance dancing vanish vanishing,Syntatic,: gram5-present-participle
dance dancing walk walking,Syntatic,: gram5-present-participle
dance dancing write writing,Syntatic,: gram5-present-participle
dance dancing code coding,Syntatic,: gram5-present-participle
debug debugging decrease decreasing,Syntatic,: gram5-present-participle
debug debugging describe describing,Syntatic,: gram5-present-participle
debug debugging discover discovering,Syntatic,: gram5-present-participle
debug debugging enhance enhancing,Syntatic,: gram5-present-participle
debug debugging fly flying,Syntatic,: gram5-present-participle
debug debugging generate generating,Syntatic,: gram5-present-participle
debug debugging go going,Syntatic,: gram5-present-participle
debug debugging implement implementing,Syntatic,: gram5-present-participle
debug debugging increase increasing,Syntatic,: gram5-present-participle
debug debugging invent inventing,Syntatic,: gram5-present-participle
debug debugging jump jumping,Syntatic,: gram5-present-participle
debug debugging listen listening,Syntatic,: gram5-present-participle
debug debugging look looking,Syntatic,: gram5-present-participle
debug debugging move moving,Syntatic,: gram5-present-participle
debug debugging play playing,Syntatic,: gram5-present-participle
debug debugging predict predicting,Syntatic,: gram5-present-participle
debug debugging read reading,Syntatic,: gram5-present-participle
debug debugging run running,Syntatic,: gram5-present-participle
debug debugging say saying,Syntatic,: gram5-present-participle
debug debugging scream screaming,Syntatic,: gram5-present-participle
debug debugging see seeing,Syntatic,: gram5-present-participle
debug debugging shuffle shuffling,Syntatic,: gram5-present-participle
debug debugging sing singing,Syntatic,: gram5-present-participle
debug debugging sit sitting,Syntatic,: gram5-present-participle
debug debugging slow slowing,Syntatic,: gram5-present-participle
debug debugging swim swimming,Syntatic,: gram5-present-participle
debug debugging think thinking,Syntatic,: gram5-present-participle
debug debugging vanish vanishing,Syntatic,: gram5-present-participle
debug debugging walk walking,Syntatic,: gram5-present-participle
debug debugging write writing,Syntatic,: gram5-present-participle
debug debugging code coding,Syntatic,: gram5-present-participle
debug debugging dance dancing,Syntatic,: gram5-present-participle
decrease decreasing describe describing,Syntatic,: gram5-present-participle
decrease decreasing discover discovering,Syntatic,: gram5-present-participle
decrease decreasing enhance enhancing,Syntatic,: gram5-present-participle
decrease decreasing fly flying,Syntatic,: gram5-present-participle
decrease decreasing generate generating,Syntatic,: gram5-present-participle
decrease decreasing go going,Syntatic,: gram5-present-participle
decrease decreasing implement implementing,Syntatic,: gram5-present-participle
decrease decreasing increase increasing,Syntatic,: gram5-present-participle
decrease decreasing invent inventing,Syntatic,: gram5-present-participle
decrease decreasing jump jumping,Syntatic,: gram5-present-participle
decrease decreasing listen listening,Syntatic,: gram5-present-participle
decrease decreasing look looking,Syntatic,: gram5-present-participle
decrease decreasing move moving,Syntatic,: gram5-present-participle
decrease decreasing play playing,Syntatic,: gram5-present-participle
decrease decreasing predict predicting,Syntatic,: gram5-present-participle
decrease decreasing read reading,Syntatic,: gram5-present-participle
decrease decreasing run running,Syntatic,: gram5-present-participle
decrease decreasing say saying,Syntatic,: gram5-present-participle
decrease decreasing scream screaming,Syntatic,: gram5-present-participle
decrease decreasing see seeing,Syntatic,: gram5-present-participle
decrease decreasing shuffle shuffling,Syntatic,: gram5-present-participle
decrease decreasing sing singing,Syntatic,: gram5-present-participle
decrease decreasing sit sitting,Syntatic,: gram5-present-participle
decrease decreasing slow slowing,Syntatic,: gram5-present-participle
decrease decreasing swim swimming,Syntatic,: gram5-present-participle
decrease decreasing think thinking,Syntatic,: gram5-present-participle
decrease decreasing vanish vanishing,Syntatic,: gram5-present-participle
decrease decreasing walk walking,Syntatic,: gram5-present-participle
decrease decreasing write writing,Syntatic,: gram5-present-participle
decrease decreasing code coding,Syntatic,: gram5-present-participle
decrease decreasing dance dancing,Syntatic,: gram5-present-participle
decrease decreasing debug debugging,Syntatic,: gram5-present-participle
describe describing discover discovering,Syntatic,: gram5-present-participle
